School Year,School Code,County,Public/Private,Public School District,CITY,School Name,Enrollment,Reported,Category,Count,Percent
2015-2016,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,62,Y,VARI,61,98%
2015-2016,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,49,Y,VARI,48,98%
2015-2016,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,VARI,94,96%
2015-2016,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,65,Y,VARI,64,98%
2015-2016,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,VARI,53,100%
2015-2016,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,102,Y,VARI,92,90%
2015-2016,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,44,Y,VARI,42,95%
2015-2016,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,66,Y,VARI,63,95%
2015-2016,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,55,Y,VARI,49,89%
2015-2016,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,VARI,72,100%
2015-2016,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,VARI,39,91%
2015-2016,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,60,Y,VARI,59,98%
2015-2016,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,VARI,35,97%
2015-2016,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,63,Y,VARI,60,95%
2015-2016,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,30,Y,VARI,29,97%
2015-2016,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,46,Y,VARI,46,100%
2015-2016,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN INTERNATIONAL SCHOOL,44,Y,VARI,44,100%
2015-2016,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,74,Y,VARI,73,99%
2016-2017,6144166,SANTA CLARA,PRIVATE,,PALO ALTO,THE CHILDREN'S SCHOOL OF ART AND SCIENCE,2,Y,Up-To-Date,,
2016-2017,6144166,SANTA CLARA,PRIVATE,,PALO ALTO,THE CHILDREN'S SCHOOL OF ART AND SCIENCE,2,Y,Conditional,,
2016-2017,6144166,SANTA CLARA,PRIVATE,,PALO ALTO,THE CHILDREN'S SCHOOL OF ART AND SCIENCE,2,Y,PME,,
2016-2017,6144166,SANTA CLARA,PRIVATE,,PALO ALTO,THE CHILDREN'S SCHOOL OF ART AND SCIENCE,2,Y,PBE,,
2016-2017,6144166,SANTA CLARA,PRIVATE,,PALO ALTO,THE CHILDREN'S SCHOOL OF ART AND SCIENCE,2,Y,Others,,
2016-2017,6144166,SANTA CLARA,PRIVATE,,PALO ALTO,THE CHILDREN'S SCHOOL OF ART AND SCIENCE,2,Y,Overdue,,
2016-2017,6144166,SANTA CLARA,PRIVATE,,PALO ALTO,THE CHILDREN'S SCHOOL OF ART AND SCIENCE,2,Y,DTP,,
2016-2017,6144166,SANTA CLARA,PRIVATE,,PALO ALTO,THE CHILDREN'S SCHOOL OF ART AND SCIENCE,2,Y,Polio,,
2016-2017,6144166,SANTA CLARA,PRIVATE,,PALO ALTO,THE CHILDREN'S SCHOOL OF ART AND SCIENCE,2,Y,MMR,,
2016-2017,6144166,SANTA CLARA,PRIVATE,,PALO ALTO,THE CHILDREN'S SCHOOL OF ART AND SCIENCE,2,Y,HEPB,,
2016-2017,6144166,SANTA CLARA,PRIVATE,,PALO ALTO,THE CHILDREN'S SCHOOL OF ART AND SCIENCE,2,Y,VARI,,
2016-2017,6138507,SANTA CLARA,PRIVATE,,PALO ALTO,CASA DEI BAMBINI SCHOOL,6,Y,Up-To-Date,,
2016-2017,6138507,SANTA CLARA,PRIVATE,,PALO ALTO,CASA DEI BAMBINI SCHOOL,6,Y,Conditional,,
2016-2017,6138507,SANTA CLARA,PRIVATE,,PALO ALTO,CASA DEI BAMBINI SCHOOL,6,Y,PME,,
2016-2017,6138507,SANTA CLARA,PRIVATE,,PALO ALTO,CASA DEI BAMBINI SCHOOL,6,Y,PBE,,
2016-2017,6138507,SANTA CLARA,PRIVATE,,PALO ALTO,CASA DEI BAMBINI SCHOOL,6,Y,Others,,
2016-2017,6138507,SANTA CLARA,PRIVATE,,PALO ALTO,CASA DEI BAMBINI SCHOOL,6,Y,Overdue,,
2016-2017,6138507,SANTA CLARA,PRIVATE,,PALO ALTO,CASA DEI BAMBINI SCHOOL,6,Y,DTP,,
2016-2017,6138507,SANTA CLARA,PRIVATE,,PALO ALTO,CASA DEI BAMBINI SCHOOL,6,Y,Polio,,
2016-2017,6138507,SANTA CLARA,PRIVATE,,PALO ALTO,CASA DEI BAMBINI SCHOOL,6,Y,MMR,,
2016-2017,6138507,SANTA CLARA,PRIVATE,,PALO ALTO,CASA DEI BAMBINI SCHOOL,6,Y,HEPB,,
2016-2017,6138507,SANTA CLARA,PRIVATE,,PALO ALTO,CASA DEI BAMBINI SCHOOL,6,Y,VARI,,
2016-2017,6148357,SANTA CLARA,PRIVATE,,PALO ALTO,CORNERSTONE LEARNING FOUNDATION,8,Y,Up-To-Date,,
2016-2017,6148357,SANTA CLARA,PRIVATE,,PALO ALTO,CORNERSTONE LEARNING FOUNDATION,8,Y,Conditional,,
2016-2017,6148357,SANTA CLARA,PRIVATE,,PALO ALTO,CORNERSTONE LEARNING FOUNDATION,8,Y,PME,,
2016-2017,6148357,SANTA CLARA,PRIVATE,,PALO ALTO,CORNERSTONE LEARNING FOUNDATION,8,Y,PBE,,
2016-2017,6148357,SANTA CLARA,PRIVATE,,PALO ALTO,CORNERSTONE LEARNING FOUNDATION,8,Y,Others,,
2016-2017,6148357,SANTA CLARA,PRIVATE,,PALO ALTO,CORNERSTONE LEARNING FOUNDATION,8,Y,Overdue,,
2016-2017,6148357,SANTA CLARA,PRIVATE,,PALO ALTO,CORNERSTONE LEARNING FOUNDATION,8,Y,DTP,,
2016-2017,6148357,SANTA CLARA,PRIVATE,,PALO ALTO,CORNERSTONE LEARNING FOUNDATION,8,Y,Polio,,
2016-2017,6148357,SANTA CLARA,PRIVATE,,PALO ALTO,CORNERSTONE LEARNING FOUNDATION,8,Y,MMR,,
2016-2017,6148357,SANTA CLARA,PRIVATE,,PALO ALTO,CORNERSTONE LEARNING FOUNDATION,8,Y,HEPB,,
2016-2017,6148357,SANTA CLARA,PRIVATE,,PALO ALTO,CORNERSTONE LEARNING FOUNDATION,8,Y,VARI,,
2016-2017,7104755,SANTA CLARA,PRIVATE,,PALO ALTO,HOPE TECHNOLOGY,10,Y,Up-To-Date,,
2016-2017,7104755,SANTA CLARA,PRIVATE,,PALO ALTO,HOPE TECHNOLOGY,10,Y,Conditional,,
2016-2017,7104755,SANTA CLARA,PRIVATE,,PALO ALTO,HOPE TECHNOLOGY,10,Y,PME,,
2016-2017,7104755,SANTA CLARA,PRIVATE,,PALO ALTO,HOPE TECHNOLOGY,10,Y,PBE,,
2016-2017,7104755,SANTA CLARA,PRIVATE,,PALO ALTO,HOPE TECHNOLOGY,10,Y,Others,,
2016-2017,7104755,SANTA CLARA,PRIVATE,,PALO ALTO,HOPE TECHNOLOGY,10,Y,Overdue,,
2016-2017,7104755,SANTA CLARA,PRIVATE,,PALO ALTO,HOPE TECHNOLOGY,10,Y,DTP,,
2016-2017,7104755,SANTA CLARA,PRIVATE,,PALO ALTO,HOPE TECHNOLOGY,10,Y,Polio,,
2016-2017,7104755,SANTA CLARA,PRIVATE,,PALO ALTO,HOPE TECHNOLOGY,10,Y,MMR,,
2016-2017,7104755,SANTA CLARA,PRIVATE,,PALO ALTO,HOPE TECHNOLOGY,10,Y,HEPB,,
2016-2017,7104755,SANTA CLARA,PRIVATE,,PALO ALTO,HOPE TECHNOLOGY,10,Y,VARI,,
2016-2017,7084882,SANTA CLARA,PRIVATE,,PALO ALTO,LIVING WISDOM SCHOOL OF PALO ALTO,12,Y,Up-To-Date,,
2016-2017,7084882,SANTA CLARA,PRIVATE,,PALO ALTO,LIVING WISDOM SCHOOL OF PALO ALTO,12,Y,Conditional,,
2016-2017,7084882,SANTA CLARA,PRIVATE,,PALO ALTO,LIVING WISDOM SCHOOL OF PALO ALTO,12,Y,PME,,
2016-2017,7084882,SANTA CLARA,PRIVATE,,PALO ALTO,LIVING WISDOM SCHOOL OF PALO ALTO,12,Y,PBE,,
2016-2017,7084882,SANTA CLARA,PRIVATE,,PALO ALTO,LIVING WISDOM SCHOOL OF PALO ALTO,12,Y,Others,,
2016-2017,7084882,SANTA CLARA,PRIVATE,,PALO ALTO,LIVING WISDOM SCHOOL OF PALO ALTO,12,Y,Overdue,,
2016-2017,7084882,SANTA CLARA,PRIVATE,,PALO ALTO,LIVING WISDOM SCHOOL OF PALO ALTO,12,Y,DTP,,
2016-2017,7084882,SANTA CLARA,PRIVATE,,PALO ALTO,LIVING WISDOM SCHOOL OF PALO ALTO,12,Y,Polio,,
2016-2017,7084882,SANTA CLARA,PRIVATE,,PALO ALTO,LIVING WISDOM SCHOOL OF PALO ALTO,12,Y,MMR,,
2016-2017,7084882,SANTA CLARA,PRIVATE,,PALO ALTO,LIVING WISDOM SCHOOL OF PALO ALTO,12,Y,HEPB,,
2016-2017,7084882,SANTA CLARA,PRIVATE,,PALO ALTO,LIVING WISDOM SCHOOL OF PALO ALTO,12,Y,VARI,,
2016-2017,6150700,SANTA CLARA,PRIVATE,,PALO ALTO,"ALTSCHOOL, PBC",16,Y,Up-To-Date,,
2016-2017,6150700,SANTA CLARA,PRIVATE,,PALO ALTO,"ALTSCHOOL, PBC",16,Y,Conditional,,
2016-2017,6150700,SANTA CLARA,PRIVATE,,PALO ALTO,"ALTSCHOOL, PBC",16,Y,PME,,
2016-2017,6150700,SANTA CLARA,PRIVATE,,PALO ALTO,"ALTSCHOOL, PBC",16,Y,PBE,,
2016-2017,6150700,SANTA CLARA,PRIVATE,,PALO ALTO,"ALTSCHOOL, PBC",16,Y,Others,,
2016-2017,6150700,SANTA CLARA,PRIVATE,,PALO ALTO,"ALTSCHOOL, PBC",16,Y,Overdue,,
2016-2017,6150700,SANTA CLARA,PRIVATE,,PALO ALTO,"ALTSCHOOL, PBC",16,Y,DTP,,
2016-2017,6150700,SANTA CLARA,PRIVATE,,PALO ALTO,"ALTSCHOOL, PBC",16,Y,Polio,,
2016-2017,6150700,SANTA CLARA,PRIVATE,,PALO ALTO,"ALTSCHOOL, PBC",16,Y,MMR,,
2016-2017,6150700,SANTA CLARA,PRIVATE,,PALO ALTO,"ALTSCHOOL, PBC",16,Y,HEPB,,
2016-2017,6150700,SANTA CLARA,PRIVATE,,PALO ALTO,"ALTSCHOOL, PBC",16,Y,VARI,,
2016-2017,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,29,Y,Conditional,,
2016-2017,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,29,Y,PME,,
2016-2017,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,29,Y,PBE,,
2016-2017,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,29,Y,Others,,
2016-2017,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,29,Y,Overdue,,
2016-2017,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,29,Y,Up-To-Date,,
2016-2017,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,29,Y,DTP,,
2016-2017,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,29,Y,Polio,,
2016-2017,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,29,Y,MMR,,
2016-2017,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,29,Y,HEPB,,
2016-2017,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,29,Y,VARI,,
2016-2017,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,34,Y,PME,0,0%
2016-2017,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,34,Y,PBE,0,0%
2016-2017,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,34,Y,Others,0,0%
2016-2017,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,34,Y,Conditional,2,6%
2016-2017,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,34,Y,Overdue,2,6%
2016-2017,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,34,Y,Up-To-Date,30,88%
2016-2017,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,34,Y,DTP,32,94%
2016-2017,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,34,Y,MMR,32,94%
2016-2017,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN SCHOOL,34,Y,Conditional,,
2016-2017,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN SCHOOL,34,Y,PME,,
2016-2017,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN SCHOOL,34,Y,PBE,,
2016-2017,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN SCHOOL,34,Y,Others,,
2016-2017,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN SCHOOL,34,Y,Overdue,,
2016-2017,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,34,Y,Polio,,
2016-2017,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,34,Y,HEPB,,
2016-2017,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,34,Y,VARI,,
2016-2017,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN SCHOOL,34,Y,Up-To-Date,,
2016-2017,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN SCHOOL,34,Y,DTP,,
2016-2017,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN SCHOOL,34,Y,Polio,,
2016-2017,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN SCHOOL,34,Y,MMR,,
2016-2017,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN SCHOOL,34,Y,HEPB,,
2016-2017,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN SCHOOL,34,Y,VARI,,
2016-2017,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,35,Y,Conditional,,
2016-2017,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,35,Y,PME,,
2016-2017,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,35,Y,PBE,,
2016-2017,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,35,Y,Others,,
2016-2017,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,35,Y,Overdue,,
2016-2017,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,35,Y,Up-To-Date,,
2016-2017,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,35,Y,DTP,,
2016-2017,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,35,Y,Polio,,
2016-2017,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,35,Y,MMR,,
2016-2017,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,35,Y,HEPB,,
2016-2017,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,35,Y,VARI,,
2016-2017,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,Conditional,,
2016-2017,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,PME,,
2016-2017,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,PBE,,
2016-2017,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,Others,,
2016-2017,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,Overdue,,
2016-2017,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,Up-To-Date,,
2016-2017,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,DTP,,
2016-2017,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,Polio,,
2016-2017,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,MMR,,
2016-2017,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,HEPB,,
2016-2017,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,VARI,,
2016-2017,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,40,Y,Conditional,,
2016-2017,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,40,Y,PME,,
2016-2017,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,40,Y,PBE,,
2016-2017,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,40,Y,Others,,
2016-2017,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,40,Y,Overdue,,
2016-2017,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,40,Y,Up-To-Date,,
2016-2017,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,40,Y,DTP,,
2016-2017,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,40,Y,Polio,,
2016-2017,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,40,Y,MMR,,
2016-2017,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,40,Y,HEPB,,
2016-2017,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,40,Y,VARI,,
2016-2017,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,43,Y,Conditional,,
2016-2017,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,43,Y,PME,,
2016-2017,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,43,Y,PBE,,
2016-2017,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,43,Y,Others,,
2016-2017,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,43,Y,Overdue,,
2016-2017,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,Conditional,,
2016-2017,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,PME,,
2016-2017,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,PBE,,
2016-2017,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,Others,,
2016-2017,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,Overdue,,
2016-2017,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,43,Y,Up-To-Date,,
2016-2017,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,43,Y,DTP,,
2016-2017,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,43,Y,Polio,,
2016-2017,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,43,Y,MMR,,
2016-2017,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,43,Y,HEPB,,
2016-2017,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,43,Y,VARI,,
2016-2017,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,Up-To-Date,,
2016-2017,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,DTP,,
2016-2017,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,Polio,,
2016-2017,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,MMR,,
2016-2017,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,HEPB,,
2016-2017,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,VARI,,
2016-2017,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,47,Y,Conditional,,
2016-2017,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,47,Y,PME,,
2016-2017,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,47,Y,PBE,,
2016-2017,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,47,Y,Others,,
2016-2017,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,47,Y,Overdue,,
2016-2017,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,47,Y,Up-To-Date,,
2016-2017,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,47,Y,DTP,,
2016-2017,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,47,Y,Polio,,
2016-2017,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,47,Y,MMR,,
2016-2017,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,47,Y,HEPB,,
2016-2017,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,47,Y,VARI,,
2016-2017,0126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,48,Y,Conditional,,
2016-2017,0126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,48,Y,PME,,
2016-2017,0126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,48,Y,PBE,,
2016-2017,0126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,48,Y,Others,,
2016-2017,0126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,48,Y,Overdue,,
2016-2017,0126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,48,Y,Up-To-Date,,
2016-2017,0126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,48,Y,DTP,,
2016-2017,0126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,48,Y,Polio,,
2016-2017,0126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,48,Y,MMR,,
2016-2017,0126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,48,Y,HEPB,,
2016-2017,0126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,48,Y,VARI,,
2016-2017,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,Conditional,,
2016-2017,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,PME,,
